#Wave		#Intensity
452.599609	996.533447
451.308594	981.023193
450.019531	1000.236145
448.730469	1009.751892
447.439453	980.508911
446.148438	970.650391
444.859375	900.745605
443.568359	918.018921
442.277344	900.430725
440.986328	869.296143
439.693359	851.722595
438.402344	762.545532
437.111328	803.048340
435.818359	785.495483
434.525391	793.095642
433.232422	820.033508
431.939453	727.072388
430.646484	767.545898
429.353516	732.617188
428.060547	761.479370
426.767578	699.510925
425.472656	691.660522
424.177734	726.309692
422.884766	724.251282
421.589844	671.987610
420.294922	770.333740
419.000000	745.104736
417.703125	741.114441
416.408203	756.421936
415.113281	835.391235
413.816406	896.972168
412.519531	1022.176453
411.224609	1149.265137
409.927734	1320.652466
408.630859	1727.149658
407.333984	2384.051514
406.035156	3285.445557
404.738281	4036.248291
403.439453	4139.560547
402.142578	3460.906494
400.843750	2341.527832
399.544922	1619.144775
398.246094	1230.026611
396.947266	995.011536
395.648438	914.018799
394.349609	842.673950
393.048828	819.443420
391.750000	769.295715
390.449219	838.385437
389.148438	924.754028
387.847656	1264.826538
386.546875	1802.734741
385.246094	2440.375244
383.945313	2580.196777
382.644531	1936.249146
381.341797	1225.307983
380.041016	962.024719
378.738281	917.699036
377.435547	917.538208
376.132813	852.124634
374.830078	832.786682
373.527344	846.070374
372.224609	773.030823
370.919922	717.277588
369.617188	734.409485
368.312500	728.529236
367.007813	701.565674
365.703125	693.776611
364.398438	661.080017
363.093750	649.469055
361.789063	614.876160
360.484375	635.835144
359.177734	605.086365
357.873047	608.809265
356.566406	616.359131
355.259766	558.836304
353.953125	598.921509
352.646484	617.947998
