#Wave		#Intensity
1.699584	315.627960
1.699649	420.837280
1.699714	325.136169
1.699779	262.932281
1.699844	358.481995
1.699908	339.304230
1.699973	296.242584
1.700038	410.846069
1.700103	291.363647
1.700168	405.928314
1.700233	401.083313
1.700298	381.918060
1.700363	448.676117
1.700428	310.201111
1.700493	443.749481
1.700558	343.488617
1.700623	333.889526
1.700688	324.293762
1.700753	395.760742
1.700818	400.459717
1.700883	328.892212
1.700948	357.429749
1.701013	400.252167
1.701078	466.880188
1.701143	300.085419
1.701208	423.856934
1.701273	338.074646
1.701338	428.471313
1.701403	433.157288
1.701468	418.805054
1.701534	318.807861
1.701599	385.357880
1.701664	313.941101
1.701729	389.980682
1.701794	347.117981
1.701859	446.896698
1.701925	375.518555
1.701990	403.969238
1.702055	399.147736
1.702120	389.576996
1.702186	403.760132
1.702251	403.690460
1.702316	332.393616
1.702381	417.794159
1.702447	474.684174
1.702512	393.919922
1.702577	403.342377
1.702643	412.761566
1.702708	422.177521
1.702773	289.307739
1.702839	407.806152
1.702904	379.289154
1.702969	421.886414
1.703035	393.376801
1.703100	445.434296
1.703166	317.435669
1.703231	374.225311
1.703297	350.479736
1.703362	369.360931
1.703427	336.155212
1.703493	444.973877
1.703558	411.766571
1.703624	392.767090
1.703689	430.549957
1.703755	397.362274
1.703820	411.482880
1.703886	411.412018
1.703952	439.709503
1.704017	401.815826
1.704083	401.746643
1.704148	467.836090
1.704214	368.534668
1.704280	434.607086
1.704345	462.871338
1.704411	415.568024
1.704476	406.053375
1.704542	410.704224
1.704608	415.353455
1.704674	410.562866
1.704739	443.520325
1.704805	400.986603
1.704871	466.951111
1.704936	377.269318
1.705002	353.629120
1.705068	362.996796
1.705134	386.501526
1.705199	405.285522
1.705265	424.063080
1.705331	452.256165
1.705397	381.525513
1.705463	353.203613
1.705528	362.560028
1.705594	461.360718
1.705660	428.332733
1.705726	371.785370
1.705792	461.122833
1.705858	399.884735
1.705924	404.519714
1.705989	432.667664
1.706056	409.082794
1.706121	371.402161
1.706187	423.043671
1.706253	338.376801
1.706319	404.102844
1.706385	455.712128
1.706451	394.569519
1.706517	417.984009
1.706583	431.999146
1.706649	403.755920
1.706715	464.708984
1.706781	375.457916
1.706847	422.317657
1.706913	450.394806
1.706980	422.172638
1.707046	342.370148
1.707112	464.230499
1.707178	431.332062
1.707244	459.383575
1.707310	492.112213
1.707376	351.448395
1.707443	482.572968
1.707509	435.646484
1.707575	501.141663
1.707641	482.324646
1.707707	477.559937
1.707773	496.202637
1.707840	444.633636
1.707906	407.120972
1.707972	425.766144
1.708038	449.082855
1.708105	402.234406
1.708171	374.107391
1.708237	467.554047
1.708303	430.075989
1.708370	392.610748
1.708436	467.313629
1.708503	397.148499
1.708569	471.824982
1.708635	387.670898
1.708702	378.264587
1.708768	462.244171
1.708834	424.818298
1.708901	476.088379
1.708967	518.007446
1.709034	410.602203
1.709100	494.504272
1.709167	485.090912
1.709233	429.045380
1.709299	410.320953
1.709366	480.179749
1.709432	438.147247
1.709499	466.034302
1.709566	428.678131
1.709632	447.239716
1.709699	479.768799
1.709765	470.372375
1.709832	442.353729
1.709898	479.522461
